name,artist,html,dbscan_cluster,playlist_name
Little Lies - 2017 Remaster                                                                                                                                                      ,Fleetwood Mac                                   ,https://open.spotify.com/track/4CoSCPlKNrWli7E5kFtbcl,1,Feel Good Pop
St. Elmos Fire (Man in Motion)                                                                                                                                                   ,John Parr                                       ,https://open.spotify.com/track/1A2PWRltFrX8iB8IP3CUgo,1,Feel Good Pop
A Kind Of Magic - Remastered 2011                                                                                                                                                ,Queen                                           ,https://open.spotify.com/track/5RYLa5P4qweEAKq5U1gdcK,1,Feel Good Pop
You're the Voice                                                                                                                                                                 ,John Farnham                                    ,https://open.spotify.com/track/5NwkWwfRJaT55hEPtCmJHx,1,Feel Good Pop
The Way It Is                                                                                                                                                                    ,Bruce Hornsby                                   ,https://open.spotify.com/track/6V50MyHPGhEmwYu0Wdyf0t,1,Feel Good Pop
"The Heat Is On - From ""Beverly Hills Cop"" Soundtrack                                                                                                                         ",Glenn Frey                                      ,https://open.spotify.com/track/0PXw9NKvolWTo7U9JkNzmc,1,Feel Good Pop
Purple Rain                                                                                                                                                                      ,Prince                                          ,https://open.spotify.com/track/4m2GdLuOhDt6rFbgOFMHIL,1,Feel Good Pop
Forever                                                                                                                                                                          ,Chris Brown                                     ,https://open.spotify.com/track/3NZJlJemX3mzjf56MqC5ML,1,Feel Good Pop
Bette Davis Eyes                                                                                                                                                                 ,Kim Carnes                                      ,https://open.spotify.com/track/0odIT9B9BvOCnXfS0e4lB5,1,Feel Good Pop
Kiss Me Thru The Phone                                                                                                                                                           ,Soulja Boy                                      ,https://open.spotify.com/track/2q4rjDy9WhaN3o9MvDbO21,1,Feel Good Pop
Start Me Up - Remastered 2009                                                                                                                                                    ,The Rolling Stones                              ,https://open.spotify.com/track/7HKez549fwJQDzx3zLjHKC,1,Feel Good Pop
With Or Without You - Remastered                                                                                                                                                 ,U2                                              ,https://open.spotify.com/track/6ADSaE87h8Y3lccZlBJdXH,1,Feel Good Pop
I Want to Know What Love Is - 1999 Remaster                                                                                                                                      ,Foreigner                                       ,https://open.spotify.com/track/1JLn8RhQzHz3qDqsChcmBl,1,Feel Good Pop
Take A Bow                                                                                                                                                                       ,Rihanna                                         ,https://open.spotify.com/track/3goSVuTt3fDYDP6kRnFwuL,1,Feel Good Pop
"De Do Do Do, De Da Da Da                                                                                                                                                       ",The Police                                      ,https://open.spotify.com/track/0yJvWbn8xQKiDZ84VN5lQG,1,Feel Good Pop
Eiserner Steg                                                                                                                                                                    ,Philipp Poisel                                  ,https://open.spotify.com/track/0Fn9CmTw6nIYExeS8PHU9g,1,Feel Good Pop
Alone                                                                                                                                                                            ,Heart                                           ,https://open.spotify.com/track/54b8qPFqYqIndfdxiLApea,1,Feel Good Pop
Ey DJ                                                                                                                                                                            ,Culcha Candela                                  ,https://open.spotify.com/track/1t3671844E6k8HprPwFcPE,1,Feel Good Pop
9 to 5                                                                                                                                                                           ,Dolly Parton                                    ,https://open.spotify.com/track/4w3tQBXhn5345eUXDGBWZG,1,Feel Good Pop
Born in the U.S.A.                                                                                                                                                               ,Bruce Springsteen                               ,https://open.spotify.com/track/0dOg1ySSI7NkpAe89Zo0b9,1,Feel Good Pop
Someone for You                                                                                                                                                                  ,Warm Soda                                       ,https://open.spotify.com/track/1jalG6lS08Gu8q16MgDbrC,1,Feel Good Pop
Let's Get Out Of Here                                                                                                                                                            ,Les Savy Fav                                    ,https://open.spotify.com/track/0NTMIwWMrhFpOYl8STFEyK,1,Feel Good Pop
Whispering or Singing                                                                                                                                                            ,Boomgates                                       ,https://open.spotify.com/track/66miiMgNM5BTNm4BBdgkjP,1,Feel Good Pop
Talking Backwards                                                                                                                                                                ,Real Estate                                     ,https://open.spotify.com/track/0cCq9wWxSs7Gj9oCNKqN56,1,Feel Good Pop
Just Like Heaven                                                                                                                                                                 ,The Cure                                        ,https://open.spotify.com/track/7JM85ZtL4IvNOmCFzWtKPS,1,Feel Good Pop
Imperi                                                                                                                                                                           ,Vàlius                                          ,https://open.spotify.com/track/2WtHKaP13MqxyJWSpS23Ka,1,Feel Good Pop
Objecte Pur                                                                                                                                                                      ,Isaac Ulam                                      ,https://open.spotify.com/track/60lsfzdFLUHovCS5Zjn0Xl,1,Feel Good Pop
Gotta Believe                                                                                                                                                                    ,Tasha Cobbs Leonard                             ,https://open.spotify.com/track/6XQnntAqVSQkcaBQP7HIJO,1,Feel Good Pop
Gemini (Birthday Song)                                                                                                                                                           ,WHY?                                            ,https://open.spotify.com/track/4DQf7bqXqzZPMC8FayDR2B,1,Feel Good Pop
Heart Of Glass - Special Mix                                                                                                                                                     ,Blondie                                         ,https://open.spotify.com/track/0a4agFmqHXxcZl1nho1BxM,1,Feel Good Pop
Faith That Conquers                                                                                                                                                              ,Kelly Price                                     ,https://open.spotify.com/track/1bXijLYK9IMVFiegCRWDTr,1,Feel Good Pop
Speeding Motorcycle                                                                                                                                                              ,The Pastels                                     ,https://open.spotify.com/track/0ayUnhbgrnzsv1L94dgHQ7,1,Feel Good Pop
You Say                                                                                                                                                                          ,WorshipMob                                      ,https://open.spotify.com/track/45Vdhu0rs3nHLYeRv3c4Of,1,Feel Good Pop
Cali in a Cup                                                                                                                                                                    ,Woods                                           ,https://open.spotify.com/track/4AlZ0FgehhgtLHddKx0Ou7,1,Feel Good Pop
Odessa                                                                                                                                                                           ,Caribou                                         ,https://open.spotify.com/track/6KyyTheVmJZsNdqwOj0MR3,1,Feel Good Pop
Blister in the Sun - 2002 Remastered Version                                                                                                                                     ,Violent Femmes                                  ,https://open.spotify.com/track/5TM2eqdzfWPHklI7YnBmsD,1,Feel Good Pop
Days                                                                                                                                                                             ,The Drums                                       ,https://open.spotify.com/track/1yh9f9uET5IvqfI1PWBQZG,1,Feel Good Pop
You Really Got Me                                                                                                                                                                ,The Kinks                                       ,https://open.spotify.com/track/4D0BiMiLN6z2x7Tq9BcqoT,1,Feel Good Pop
Fear Is Not Welcome                                                                                                                                                              ,Brian Courtney Wilson                           ,https://open.spotify.com/track/3LD14y8LXd3Wby9eRhExgC,1,Feel Good Pop
Baby Lee                                                                                                                                                                         ,Teenage Fanclub                                 ,https://open.spotify.com/track/5mt3HpjZuJNpqg1k415CnR,1,Feel Good Pop
Royalty - Live                                                                                                                                                                   ,Tasha Cobbs Leonard                             ,https://open.spotify.com/track/54YoeR102h0FEnAbRDe3n0,1,Feel Good Pop
Victory                                                                                                                                                                          ,The Clark Sisters                               ,https://open.spotify.com/track/1rWq0JVoCny5PN8QWR0LxU,1,Feel Good Pop
This Is A Move - Live                                                                                                                                                            ,Tasha Cobbs Leonard                             ,https://open.spotify.com/track/776imhCfnvp9NoIYJ8uj0G,1,Feel Good Pop
The Blizzard's Never Seen the Desert Sands                                                                                                                                       ,The Tallest Man On Earth                        ,https://open.spotify.com/track/6qm8PA7PYvxOqN1rS5be9N,1,Feel Good Pop
Assist                                                                                                                                                                           ,Vic Chesnutt                                    ,https://open.spotify.com/track/1K8QDzkFc5WgGZscMJ4Rmw,1,Feel Good Pop
He Did It - Live                                                                                                                                                                 ,The Brown Boyz                                  ,https://open.spotify.com/track/7AsqSgx2o7CyTtJMPYknrh,1,Feel Good Pop
The Day That Thatcher Dies                                                                                                                                                       ,Hefner                                          ,https://open.spotify.com/track/1H2LA13UVt0C85Xzlsd1jw,1,Feel Good Pop
King Of The Beach                                                                                                                                                                ,Wavves                                          ,https://open.spotify.com/track/6Jyi5nq9lvIQLEOCbv1s3Y,1,Feel Good Pop
Faithless - B-Side                                                                                                                                                               ,City and Colour                                 ,https://open.spotify.com/track/2AYbsjTZfrtTMn02JS0bas,1,Feel Good Pop
Let’s Explode                                                                                                                                                                    ,Clem Snide                                      ,https://open.spotify.com/track/3bdi228j2POsaAx8YMfi3Y,1,Feel Good Pop
Centro Di Gravità Permanente - 2004 - Remaster;                                                                                                                                  ,Franco Battiato                                 ,https://open.spotify.com/track/14qE6JmBsGAYlOYBjjADan,1,Feel Good Pop
Like It Was                                                                                                                                                                      ,Dignan Porch                                    ,https://open.spotify.com/track/1yseTlxwUU3AdauSfpUR0G,1,Feel Good Pop
Lean Back                                                                                                                                                                        ,WorshipMob                                      ,https://open.spotify.com/track/6Tv4w9fpMuWX7FjgjcJR8w,1,Feel Good Pop
I Melt With You                                                                                                                                                                  ,Nouvelle Vague                                  ,https://open.spotify.com/track/7ACc7r473XCz9nukTlmbNj,1,Feel Good Pop
Breakthrough - Live                                                                                                                                                              ,Ricky Dillard                                   ,https://open.spotify.com/track/7EI0xTETaq9dRL9RCxSqOK,1,Feel Good Pop
Cara de cotxe                                                                                                                                                                    ,Les Sueques                                     ,https://open.spotify.com/track/08eDcdt3dCbjVhnfBeEEbH,1,Feel Good Pop
I apologize                                                                                                                                                                      ,Les Sueques                                     ,https://open.spotify.com/track/3A4hbYnbCBrvokTishe4MG,1,Feel Good Pop
Cor pelut                                                                                                                                                                        ,Les Sueques                                     ,https://open.spotify.com/track/4poIJyEYP1QPLPZ8pIPFz2,1,Feel Good Pop
Bromes                                                                                                                                                                           ,Les Sueques                                     ,https://open.spotify.com/track/6urCNDKBFK8oIimmPfpQ2r,1,Feel Good Pop
The Way You'd Love Her                                                                                                                                                           ,Mac DeMarco                                     ,https://open.spotify.com/track/5E2ivmmWqJINn0716sYc4c,1,Feel Good Pop
Stranger                                                                                                                                                                         ,Twerps                                          ,https://open.spotify.com/track/5I9KgBmNGru0YgII16fx7D,1,Feel Good Pop
Young Blood                                                                                                                                                                      ,The Coasters                                    ,https://open.spotify.com/track/55f4JiHsK46ftCjzr5CiKl,1,Feel Good Pop
Clouds                                                                                                                                                                           ,The Go-Betweens                                 ,https://open.spotify.com/track/5iFOaCv1h54prfGhx8l0uq,1,Feel Good Pop
Every Time the Sun Comes Up                                                                                                                                                      ,Sharon Van Etten                                ,https://open.spotify.com/track/4YPSswEhEtSUVB7bAORiaw,1,Feel Good Pop
California Girls                                                                                                                                                                 ,The Magnetic Fields                             ,https://open.spotify.com/track/1id8C2LdzAayYwyWqfBCrk,1,Feel Good Pop
Light My Fire - Mono                                                                                                                                                             ,The Doors                                       ,https://open.spotify.com/track/7xCIpKMNNbrWeIILyHTH1u,1,Feel Good Pop
I Think I Need A New Heart                                                                                                                                                       ,The Magnetic Fields                             ,https://open.spotify.com/track/7aghcqWLL9hGMIb0VFdbyD,1,Feel Good Pop
The Luckiest Guy On The Lower East Side                                                                                                                                          ,The Magnetic Fields                             ,https://open.spotify.com/track/3bX7DjvYm5iNMy0oDqJgrG,1,Feel Good Pop
Game Of Pricks                                                                                                                                                                   ,Guided By Voices                                ,https://open.spotify.com/track/4FSB0maA67tiXOgdMvRKfR,1,Feel Good Pop
I Melt With You                                                                                                                                                                  ,Modern English                                  ,https://open.spotify.com/track/3VsYJCWecqxdwAN2Xu3cL5,1,Feel Good Pop
Point of View - Radio Edit                                                                                                                                                       ,DB Boulevard                                    ,https://open.spotify.com/track/1CDX9A7Gw2PJOVNij6z0Rx,1,Feel Good Pop
Inbetween Days                                                                                                                                                                   ,The Cure                                        ,https://open.spotify.com/track/48ms0hhlSfGvdh665Ig9b8,1,Feel Good Pop
Your Fucking Sunny Day                                                                                                                                                           ,Lambchop                                        ,https://open.spotify.com/track/3ZORmtq9HSYhdiyeeJyKHb,1,Feel Good Pop
Evidence                                                                                                                                                                         ,Cross Worship                                   ,https://open.spotify.com/track/4zapNAb6VtlikEzuaxZpS4,1,Feel Good Pop
Jump - 2015 Remaster                                                                                                                                                             ,Van Halen                                       ,https://open.spotify.com/track/7N3PAbqfTjSEU1edb2tY8j,1,Feel Good Pop
Deus Ibi Est                                                                                                                                                                     ,Isobel Campbell                                 ,https://open.spotify.com/track/7DVrcgyLpYzQBMAAHCTw5U,1,Feel Good Pop
Ja era fort                                                                                                                                                                      ,Manel                                           ,https://open.spotify.com/track/70mFSEiloqJq2kUv3JO2wQ,1,Feel Good Pop
Paella                                                                                                                                                                           ,Da Souza                                        ,https://open.spotify.com/track/1VlnmD8Gs2arDv7iU0wiwq,1,Feel Good Pop
Invisible Man                                                                                                                                                                    ,The Breeders                                    ,https://open.spotify.com/track/3hiaM0gv6YSe4mi6m3bH7q,1,Feel Good Pop
…And Ever                                                                                                                                                                        ,Titus Andronicus                                ,https://open.spotify.com/track/6ZnMw8aaRKdeV3nqcR2mjq,1,Feel Good Pop
Think Of You                                                                                                                                                                     ,Bleached                                        ,https://open.spotify.com/track/3soRnznKdQHTMmuW6wiUDY,1,Feel Good Pop
Stuck in the Middle                                                                                                                                                              ,The Elwins                                      ,https://open.spotify.com/track/7fETRfzubHGrHw2UzVflYp,1,Feel Good Pop
Falling Out Of Love (With You)                                                                                                                                                   ,The 6ths                                        ,https://open.spotify.com/track/1KY0SPHwHTNIbNamsBG88f,1,Feel Good Pop
Love Minus Zero                                                                                                                                                                  ,Bob Dylan                                       ,https://open.spotify.com/track/2FDTgrYDUdQKyGmtynEk90,1,Feel Good Pop
With A Girl Like You                                                                                                                                                             ,Thao & The Get Down Stay Down                   ,https://open.spotify.com/track/02EpZw0SSjzfYEwSSqr6kR,1,Feel Good Pop
Dirty Dirty Feeling                                                                                                                                                              ,Elvis Presley                                   ,https://open.spotify.com/track/06AmZMkuYMl2sqvpMthv4R,1,Feel Good Pop
En Ningún Lugar                                                                                                                                                                  ,Charades                                        ,https://open.spotify.com/track/4yPSIQKkeZrDkOLg9Q53Rl,1,Feel Good Pop
Dancing in the Public Eye                                                                                                                                                        ,Frankie Cosmos                                  ,https://open.spotify.com/track/7cPiPGVC6hO3n9EdcYuEHo,1,Feel Good Pop
You Get The Glory                                                                                                                                                                ,Jonathan Traylor                                ,https://open.spotify.com/track/0i3Lk4RsNjmY1fQDc4w6Rt,1,Feel Good Pop
Do You Believe in Magic?                                                                                                                                                         ,The Lovin' Spoonful                             ,https://open.spotify.com/track/1udKn1oNKYQSQ9OmiIWCMu,1,Feel Good Pop
So Will I (100 Billion X) - Live                                                                                                                                                 ,Cross Worship                                   ,https://open.spotify.com/track/6r8Hyq73otGTA1QZltqJRH,1,Feel Good Pop
Waterfall                                                                                                                                                                        ,The Fresh & Onlys                               ,https://open.spotify.com/track/4Uxz2P0dDnFJFi4rb4Awvr,1,Feel Good Pop
Els dies s'allarguen                                                                                                                                                             ,Renaldo & Clara                                 ,https://open.spotify.com/track/1s8fHfQDSkwbDHG5nhkQ2V,1,Feel Good Pop
Himno Generacional Nº 83                                                                                                                                                         ,Los Planetas                                    ,https://open.spotify.com/track/4POtmRooo9xh9tCxLfYR9x,1,Feel Good Pop
Center Of My Joy - Live                                                                                                                                                          ,Richard Smallwood                               ,https://open.spotify.com/track/76Ypq8Tlt5jeHepzlrHJnI,1,Feel Good Pop
Shout                                                                                                                                                                            ,Lulu And The Luvvers                            ,https://open.spotify.com/track/5pnjC3ic5HEhPAG5ELQYGj,1,Feel Good Pop
Look No Further - Radio Version                                                                                                                                                  ,Evvie McKinney                                  ,https://open.spotify.com/track/6FZVuZZrtXz4EGOayIEt0J,1,Feel Good Pop
The Stars Keep On Calling My Name                                                                                                                                                ,Mac DeMarco                                     ,https://open.spotify.com/track/1LnUkEqDPybqqvce7MDMyw,1,Feel Good Pop
Red Eyes                                                                                                                                                                         ,The War On Drugs                                ,https://open.spotify.com/track/4HZoJRRNuCaxIAiozUpydz,1,Feel Good Pop
Summer Teeth                                                                                                                                                                     ,Wilco                                           ,https://open.spotify.com/track/5JhCCmkPDt6ePDJ1P1jOTD,1,Feel Good Pop
Permanent Vacation                                                                                                                                                               ,Alba Lua                                        ,https://open.spotify.com/track/7jHbSLCurG77JrJNXGRePG,1,Feel Good Pop
He's a Doll                                                                                                                                                                      ,The Honeys                                      ,https://open.spotify.com/track/7rAU6XmHND4DoJbgDhd3mB,1,Feel Good Pop
Kana Kapila                                                                                                                                                                      ,Cousins                                         ,https://open.spotify.com/track/2JXzKmttRH5Hj1Q587ParV,1,Feel Good Pop
Little River                                                                                                                                                                     ,The Tallest Man On Earth                        ,https://open.spotify.com/track/5jDtpfcwpvaY8lU4ha7NKC,1,Feel Good Pop
Come Saturday                                                                                                                                                                    ,The Pains Of Being Pure At Heart                ,https://open.spotify.com/track/3F9FpIZ8Mp8EYlRkfxbhA7,1,Feel Good Pop
La Gent Així                                                                                                                                                                     ,Nico Roig                                       ,https://open.spotify.com/track/7s2Ds1VaDswEbGOoohCzgr,1,Feel Good Pop
Dualize                                                                                                                                                                          ,L.A.                                            ,https://open.spotify.com/track/2PIC7KxAgHGYCGuGqcorw7,1,Feel Good Pop
The Victory Song - Live                                                                                                                                                          ,Joyous Celebration                              ,https://open.spotify.com/track/2vje5WEGnFNhk0PeU53kvF,1,Feel Good Pop
Deliverance                                                                                                                                                                      ,Merry Clayton                                   ,https://open.spotify.com/track/0iyG7cXko0D7Uv4jBHnhUS,1,Feel Good Pop
His Love                                                                                                                                                                         ,The Clark Sisters                               ,https://open.spotify.com/track/7ozSIGyNemakGpRnmDqiLg,1,Feel Good Pop
House Of The Rising Sun                                                                                                                                                          ,The Be Good Tanyas                              ,https://open.spotify.com/track/5QpKQrb3sRdYGtVgpzNbx5,1,Feel Good Pop
For Your Glory - 1 Mic 1 Take                                                                                                                                                    ,Tasha Cobbs Leonard                             ,https://open.spotify.com/track/7BL7RMLN0YSUCjc6e2PxsC,1,Feel Good Pop
A Message to You Rudy - 2002 Remastered Version                                                                                                                                  ,The Specials                                    ,https://open.spotify.com/track/2EwEtZrsBpjLmwhe7GCGhs,1,Feel Good Pop
Same God                                                                                                                                                                         ,Cross Worship                                   ,https://open.spotify.com/track/7pig2L86v64f68bEcYJxUE,1,Feel Good Pop
In Your Hands                                                                                                                                                                    ,Charlie Winston                                 ,https://open.spotify.com/track/4cUMknaJSsOreRHSGfA1W8,1,Feel Good Pop
Do It Again                                                                                                                                                                      ,Evvie McKinney                                  ,https://open.spotify.com/track/3yHSoXS8cpzrIyNG4cirr3,1,Feel Good Pop
Touch The Hem Of His Garment                                                                                                                                                     ,Merry Clayton                                   ,https://open.spotify.com/track/5jKyh5GObPWr9g4iHO5fCm,1,Feel Good Pop
Les Dones Macabres                                                                                                                                                               ,Nico Roig                                       ,https://open.spotify.com/track/7I73jiv3WwEM9hqqr2TuX0,1,Feel Good Pop
San Francisco                                                                                                                                                                    ,Foxygen                                         ,https://open.spotify.com/track/4igKl8YqB7HsDP9ZKJbUEy,1,Feel Good Pop
Cemetry Gates - 2011 Remaster                                                                                                                                                    ,The Smiths                                      ,https://open.spotify.com/track/03yOjwHoOPDlTUg0NRxN6t,1,Feel Good Pop
Mk Love Triangle                                                                                                                                                                 ,Kim                                             ,https://open.spotify.com/track/7tBbPgqk1pJ6NOVZgrttEk,1,Feel Good Pop
Buses Splash With Rain                                                                                                                                                           ,Frankie Cosmos                                  ,https://open.spotify.com/track/3EBwL62rmZmB9suDDzGpIu,1,Feel Good Pop
Number One                                                                                                                                                                       ,Colleen Green                                   ,https://open.spotify.com/track/0yRpb5gLOPpi574BKoOCPd,1,Feel Good Pop
En Espanol                                                                                                                                                                       ,The Memories                                    ,https://open.spotify.com/track/4UtZKphDOFVtcYg5ro3HUl,1,Feel Good Pop
Absolutely Cuckoo                                                                                                                                                                ,The Magnetic Fields                             ,https://open.spotify.com/track/41ScviuDBx6Aa8z6sxopjE,1,Feel Good Pop
Nothing To Be Done                                                                                                                                                               ,The Pastels                                     ,https://open.spotify.com/track/282VgBXcFt4JPkkxT7c2cF,1,Feel Good Pop
Zamba del Carnaval                                                                                                                                                               ,Hernán Ríos                                     ,https://open.spotify.com/track/6CjZXjIVOFAWrftsbQwu4m,1,Feel Good Pop
Let's Dance - Single Version [Remastered]                                                                                                                                        ,David Bowie                                     ,https://open.spotify.com/track/0F1O42piteiHP3dRvKUz6p,1,Feel Good Pop
Das rote Pferd                                                                                                                                                                   ,Markus Becker                                   ,https://open.spotify.com/track/1PGSrlMKPm4FsgZvHtOY2Q,1,Feel Good Pop
Sweet Dreams                                                                                                                                                                     ,Beyoncé                                         ,https://open.spotify.com/track/2wLMMcXV6sRtLijfLZP9oR,1,Feel Good Pop
A Whole New World (Aladdin's Theme)                                                                                                                                              ,Peabo Bryson                                    ,https://open.spotify.com/track/7fLkHVJAJLENmSvhrEHZxV,1,Feel Good Pop
You Gotta Be                                                                                                                                                                     ,Des'ree                                         ,https://open.spotify.com/track/6CU0zWIWVTEnmWpSjVHM93,1,Feel Good Pop
There She Goes                                                                                                                                                                   ,The La's                                        ,https://open.spotify.com/track/4c6vZqYHFur11FbWATIJ9P,1,Feel Good Pop
Poker Face                                                                                                                                                                       ,Lady Gaga                                       ,https://open.spotify.com/track/1QV6tiMFM6fSOKOGLMHYYg,1,Feel Good Pop
Down                                                                                                                                                                             ,Jay Sean                                        ,https://open.spotify.com/track/7LP4Es66zdY7CyjepqmvAg,1,Feel Good Pop
C'est La Vie                                                                                                                                                                     ,B*Witched                                       ,https://open.spotify.com/track/0P6CPJrNJ1Zt755CQTWg3S,1,Feel Good Pop
I Knew I Loved You                                                                                                                                                               ,Savage Garden                                   ,https://open.spotify.com/track/6nozDLxeL0TE4MS9GqYU1v,1,Feel Good Pop
Maneater                                                                                                                                                                         ,Nelly Furtado                                   ,https://open.spotify.com/track/4wH4dJgrsxONID6KS2tDQM,1,Feel Good Pop
Never Ever                                                                                                                                                                       ,All Saints                                      ,https://open.spotify.com/track/7ziHnshbknkpFLDW5yGBjO,1,Feel Good Pop
Stars                                                                                                                                                                            ,Simply Red                                      ,https://open.spotify.com/track/75CgD6l7K4qMzZrn4CbZqz,1,Feel Good Pop
Vogue                                                                                                                                                                            ,Madonna                                         ,https://open.spotify.com/track/27QvYgBk0CHOVHthWnkuWt,1,Feel Good Pop
Gebt uns ruhig die Schuld (den Rest könnt ihr behalten)                                                                                                                          ,Die Fantastischen Vier                          ,https://open.spotify.com/track/47frgG1eiZSFJHsdvJn3VX,1,Feel Good Pop
I Will Always Love You                                                                                                                                                           ,Whitney Houston                                 ,https://open.spotify.com/track/4eHbdreAnSOrDDsFfc4Fpm,1,Feel Good Pop
I Knew You Were Trouble                                                                                                                                                          ,Taylor Swift                                    ,https://open.spotify.com/track/6RjKVXi31fui9m4dbiGRrL,1,Feel Good Pop
Waterfalls                                                                                                                                                                       ,TLC                                             ,https://open.spotify.com/track/6qspW4YKycviDFjHBOaqUY,1,Feel Good Pop
"Show Me Heaven - From ""Days Of Thunder""                                                                                                                                      ",Maria McKee                                     ,https://open.spotify.com/track/1umFfZGw8bsBd1a0fLTQI3,1,Feel Good Pop
Hero                                                                                                                                                                             ,Mariah Carey                                    ,https://open.spotify.com/track/4FCb4CUbFCMNRkI6lYc1zI,1,Feel Good Pop
Spinner                                                                                                                                                                          ,Revolverheld                                    ,https://open.spotify.com/track/5Xeppus1VcUatqv9zS1sg6,1,Feel Good Pop
Say You'll Be There                                                                                                                                                              ,Spice Girls                                     ,https://open.spotify.com/track/1yTQ39my3MoNROlFw3RDNy,1,Feel Good Pop
"All For Love - From ""The Three Musketeers""                                                                                                                                   ",Bryan Adams                                     ,https://open.spotify.com/track/035aFnfIrO25Hy4PRP6GC7,1,Feel Good Pop
Dreams                                                                                                                                                                           ,Gabrielle                                       ,https://open.spotify.com/track/4rV3AYCf4BBBCkIpyLPwUP,1,Feel Good Pop
All I Wanna Do                                                                                                                                                                   ,Sheryl Crow                                     ,https://open.spotify.com/track/3ZpQiJ78LKINrW9SQTgbXd,1,Feel Good Pop
